"filename","first_recorded","year","selection_status","sha256"
"y0017 Cells Receptors Signals-large-v3-turbo-int8-full.txt","2022-06-20T21:05:22.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","ECB3B0E0CFFED2BD0E4A129D8B2BD8177498201D2EE4B72009352A0CEE049FA8"
"y0018 a thousand brains Finger Pattern Signals-large-v3-turbo-int8-full.txt","2022-06-19T02:27:39.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","9E6C0E55186EC3A8D1975EB14580C6A4C8E36B717DEEB668B127EDA12895EB88"
"y0019 Signals cell choice is actual nonlinear computation-large-v3-turbo-int8-full.txt","2022-03-31T20:03:09.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","DF5DB1314A254AAB4768C07BC82DE16BF7459F82497CFF87088972E36266BFE0"
"y0022 Signals Pattern Existence-large-v3-turbo-int8-full.txt","2022-12-13T12:56:38.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","DC33785001D975625C9100FC506DD6987FC22831260CF5792E590632E00CAD7C"
"y0023 Neuropathways-large-v3-turbo-int8-full.txt","2022-12-13T19:20:06.000000Z","2022","LOW_NO_CURRENT_RISK_FINDING","196DF4DB494AF48761E922D0920776D968CA91890ABD9188F3123CF155B03927"
"A joke about humans being robots-large-v3-turbo-int8-full.txt","2023-03-17T22:29:01.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","69096A9408CCEFC292516B7A9B8181CB11B2073A991A0E55E440D4FE05B630D7"
"Dream- Empty dark large vast house-large-v3-turbo-int8-full.txt","2023-04-01T10:02:57.000000Z","2023","LOW_AFTER_CONTEXTUAL_REVIEW","039196174CAF1858ADDF03151890CEF7951133B70B9DC3CF4783DA52CF1562A7"
"Wednesday at 4-35 AM-large-v3-turbo-int8-full.txt","2023-08-30T18:15:49.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","3190BC4305D28647348BA6B2C85D41C7E5FE0100C33F57718F8304074C3EB98B"
"y0024 Phase wave differential rhythms-large-v3-turbo-int8-full.txt","2023-01-22T00:24:04.000000Z","2023","MEDIUM_AFTER_PUBLIC_LOW_REVIEW","F7DC2999500BCECD52F19D640FB1F03F62B756250B59D9203FE52D0FC15F6914"
"y0025 3D Sensory Representations-large-v3-turbo-int8-full.txt","2023-03-17T22:27:23.000000Z","2023","LOW_AFTER_CONTEXTUAL_REVIEW","F8877B438B1C11540D0B889DCF3A37DBB898885D4E30736F43A1F353B807F1D9"
"y0026 Changes in Receptors lead to changes in phase rate firing-large-v3-turbo-int8-full.txt","2023-04-17T07:22:43.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","464B6CCC4DD60AF300456FF57AB4A89385BCCEB97D22D9989DDEAAEC5EB31A6E"
"y0027 Self Aware Patterns Dominating other Patterns-large-v3-turbo-int8-full.txt","2023-04-17T16:00:11.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","F5F4E48A339E9FACC227ED771433FDAB62BD422754C7B2B5447AAE822A566F20"
"y0028 3D Sensory Representations of Reality-large-v3-turbo-int8-full.txt","2023-04-17T17:45:07.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","F19C1795C82DA1566E37BA74ED875128DBDE3947E580128C0E87CC4DB070B5E6"
"y0029 Self Aware Networks Clubhouse-large-v3-turbo-int8-full.txt","2023-04-18T20:49:36.000000Z","2023","LOW_AFTER_CONTEXTUAL_REVIEW","9415AB4627CCF9BAFAB0B8CD873998205AD350F8350CCF718768EF3019C0913A"
"y0030 Ear Marks of a conscious system-large-v3-turbo-int8-full.txt","2023-04-29T11:41:28.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","EBCC2E6DD0EE9A963681D35156800D43DAF9B7CCFD68DAFEF2A190CD4C38982D"
"y0032 Self Aware Networks Halo-large-v3-turbo-int8-full.txt","2023-08-16T23:55:22.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","4D3E62E44F9116F33AA3027C2F20AF545F0F652ACF16E4ACFD937566F6E8D4CA"
"y0035 We are Waves - Tuesday at 4-18 AM-large-v3-turbo-int8-full.txt","2023-09-12T12:25:34.000000Z","2023","LOW_NO_CURRENT_RISK_FINDING","B487E5898C0F545A7BAA8F3E2153AFC9D292C2674B2528CC7445F40F8C3530A3"
"y0037 Talking about book with Jo-large-v3-turbo-int8-full.txt","2023-11-05T06:43:26.000000Z","2023","LOW_AFTER_CONTEXTUAL_REVIEW","9A69F9EE33DBCC5E5E06FEA5E9BC269A757FF69FA10D3563AC3C65A65989557D"
